Mn,fe,cu,zn,sulfur,cloud_coverage,n,P,K,temp,hum,pH,Rainfall,label
23.28167807,223.3223564,10.8419488,34.70507537,0.493733139,26.20932529,566.4986134,0.565587014,118.0837701,22.69807546,51.65889049,6.962002951,553.3255738,Soybean
25.62239445,183.6785321,15.74229989,43.09328319,0.275094762,25.13842767,587.9129632,0.559801294,130.1306753,23.41265076,83.86742528,6.307443796,513.9406616,Soybean
94.44456497,109.3571899,19.19542102,38.37250829,0.349067832,24.49007236,511.9146329,0.566833086,111.525044,21.26973405,76.04103563,6.171223903,857.1626172,Soybean
47.82253623,72.26447909,14.84941475,38.71521565,0.380359425,20.06740235,593.5567317,0.503851178,132.8273706,25.58283756,78.15159219,6.591769837,865.4250903,Soybean
50.55060547,292.7190647,13.73425072,31.20555983,0.308588656,24.77838084,567.2993335,0.567503138,105.7075483,26.55625782,80.00169803,6.459956068,726.0201927,Soybean
62.08853395,98.96465328,17.34641032,30.78113023,0.25263786,22.91379845,586.7485793,0.52671107,107.5048286,25.4117838,84.97595885,6.971768728,873.4117552,Soybean
64.48012421,194.526129,19.47977165,23.68941814,0.2634956,24.63700309,564.1207053,0.508609154,110.0115392,23.77052591,84.15732041,6.857498674,1008.316074,Soybean
67.15922936,171.0400903,19.58083797,44.08058563,0.356501954,24.6476811,624.1887177,0.552345883,105.3203117,22.56313391,84.79326028,6.12190432,1098.107016,Soybean
97.8505681,217.6455921,17.61115775,23.27214699,0.47721276,21.09444641,593.3946919,0.553307474,120.2930262,29.85181088,58.26659267,6.371150117,1017.579874,Soybean
32.30865327,111.9257837,14.42629525,49.07444312,0.281166296,25.83413624,499.986843,0.514701463,108.5336599,24.31057085,82.36650695,6.925855629,870.2134447,Soybean
60.63367226,136.1420215,6.746853701,32.98303109,0.27030917,26.94584722,532.36866,0.509899389,107.3243488,24.34195228,61.87290435,6.197048141,1059.047395,Soybean
65.23076895,94.17950349,11.6581812,33.8486818,0.362776061,20.37480479,582.406503,0.514497126,106.5078697,27.61868444,61.75975899,6.610866485,1009.762405,Soybean
66.66984151,265.9242346,9.526005189,36.3783121,0.260146854,29.30717241,543.3190466,0.543122066,112.5796874,25.81732594,66.41629171,6.430532563,838.5754532,Soybean
28.50577743,136.7010432,8.345132409,36.7255698,0.370224667,26.42479326,610.2337524,0.501972038,130.3928994,22.89334233,60.73646555,6.821572583,675.6041016,Soybean
83.32697187,251.31316,13.99671246,38.42208427,0.465480047,25.89122415,617.6011409,0.510923467,120.2988915,23.99104871,74.34062095,6.186415808,612.1718673,Soybean
34.99745492,116.4317136,17.27475999,44.31141732,0.393059481,29.46173166,576.345815,0.547646313,125.3497344,23.57530395,58.16380664,6.207355391,846.1135865,Soybean
90.04586417,134.5594541,17.43759406,46.53511779,0.328785897,23.74382015,498.7927858,0.537904588,130.9172213,28.54449306,76.8212091,6.758007043,1114.750629,Soybean
39.33843125,279.0959903,11.31826658,37.04916521,0.451027713,28.81078799,637.7661468,0.57454738,129.259933,23.89868547,67.48518049,6.380083944,855.4449855,Soybean
97.69158456,81.86121896,8.500032381,28.40121445,0.49393147,23.60736746,612.7833733,0.557094658,113.0556066,26.23023302,53.14375943,6.345065208,928.3614762,Soybean
74.58084942,69.15747271,8.094831035,44.85142687,0.285099556,28.44936124,628.6222129,0.527380415,117.9071556,24.78203881,77.88927115,6.378848046,1201.962922,Soybean
24.40842789,122.84055,6.581162009,29.08976765,0.476834124,21.42986279,626.0399901,0.542176259,127.6439993,23.92204214,76.90332977,6.379148879,1207.879117,Soybean
64.50066348,134.0839842,8.562540937,47.50978775,0.304274939,25.23337388,600.4113168,0.565777994,124.014941,29.38470013,53.89891012,6.409770897,543.4981049,Soybean
46.69728575,263.8057692,8.116830699,24.88705314,0.310539352,27.19399776,578.0196106,0.530955319,123.4284522,24.62736444,58.95951698,6.863437943,1194.274344,Soybean
86.85591927,118.0327727,16.5437778,46.31903109,0.463450035,25.32978047,632.2151355,0.521560117,113.8108099,22.33641555,80.35060517,6.49167636,1055.354573,Soybean
63.96565207,210.2674177,7.437641219,39.46064615,0.278393584,25.63488201,538.7553842,0.579937842,117.2622946,21.41357278,81.40720315,6.855823758,596.560622,Soybean
76.03387998,156.4683259,16.25858815,37.88434407,0.493645235,20.84372544,590.2352333,0.532450148,131.1669772,29.19383736,59.70544554,6.092346974,1131.320465,Soybean
67.30452029,296.3498833,7.653416716,28.90492872,0.408713913,26.32574303,621.8658769,0.550257905,110.8272733,28.92501297,80.03371537,6.853662195,873.5778972,Soybean
79.88417893,239.0575832,12.35829226,39.89954551,0.312150801,24.77884963,582.4498521,0.576433429,110.2474576,27.16312064,64.00345396,6.642732226,927.2179728,Soybean
82.70787162,107.7190761,12.51929292,25.57809168,0.468760862,26.9842137,486.9366616,0.528688886,109.4490527,26.96818502,55.88250222,6.011495142,827.3779795,Soybean
75.06804085,108.3000421,18.26640773,39.68598208,0.490065171,26.78699443,598.994416,0.56426017,123.7022764,21.11032543,65.42123664,6.446151847,1011.93816,Soybean
71.77059876,275.8736572,13.5959992,28.503973,0.362200696,24.50905253,594.7598742,0.50795408,113.9599539,25.27834393,50.37483332,6.741187975,1166.61889,Soybean
80.69727147,225.6059339,8.209397735,25.76394196,0.399628851,29.24263565,494.108904,0.552216508,134.0581899,24.10168666,78.73663021,6.246631859,872.583565,Soybean
41.35797757,125.3661431,9.635532322,28.51733648,0.334726969,25.86680308,537.5608185,0.539080589,134.6664363,23.30600365,71.86223814,6.126445158,935.5197293,Soybean
60.4077372,249.9278652,11.70832015,32.55136539,0.410630762,21.79787137,513.9098623,0.559623551,122.7831286,27.22932294,77.32392009,6.310674039,602.3498743,Soybean
79.22326843,232.6640834,19.54963012,32.7293038,0.422997643,28.39282258,542.9478807,0.529804518,118.4376358,21.86714894,50.3459787,6.792045132,643.7712982,Soybean
76.30237445,106.3873126,10.15132279,26.14536714,0.295364069,26.93675223,500.070929,0.541155371,131.6178281,26.68378662,57.60750173,6.799041849,913.9715918,Soybean
72.19572873,185.9445729,10.19246061,24.80390397,0.459467561,25.51556787,613.7373131,0.527865583,125.781364,27.92158385,63.59347916,6.198146089,534.7269608,Soybean
66.01865495,294.3047401,7.372244234,24.83079315,0.29877096,28.9100745,568.9500615,0.518572975,127.3026929,24.26429377,76.35004482,6.511659849,690.4132399,Soybean
99.361295,206.8672134,12.37093354,22.97245793,0.366342414,20.05500087,617.7193773,0.527025667,110.3762938,28.82626548,76.83492802,6.176837612,917.8134432,Soybean
61.42893855,262.9158223,11.34025369,39.52099455,0.338944005,20.60405375,529.4647016,0.552211395,108.5724589,25.90704667,54.35422435,6.638342787,563.7717661,Soybean
90.30753139,204.5405106,6.108361805,23.43150952,0.327941047,23.36484107,500.9311037,0.56158158,121.1103568,25.84521482,83.45507964,6.718704058,1124.561072,Soybean
69.98577013,195.2381017,16.1966847,35.34144164,0.472549361,21.11575388,551.4286938,0.576205497,124.9592485,28.89405087,54.07207526,6.689595094,593.2343911,Soybean
23.74815872,124.9087217,14.01029973,27.14035844,0.38879025,26.27731023,493.8539168,0.530311455,112.0581843,25.64654416,67.00293558,6.574993211,1019.922089,Soybean
35.04891478,92.95167676,7.903518623,45.13122295,0.439170913,27.22389824,537.1762249,0.549563271,124.0766221,28.43553579,64.75867862,6.528596833,619.8203064,Soybean
75.56378835,81.27859162,15.42173107,45.5640027,0.272428788,20.68381218,566.9337317,0.507996991,121.6111624,23.15957241,83.19505196,6.674229781,854.9531193,Soybean
42.1999753,171.9262065,7.805869132,44.61465648,0.463314237,27.0826664,538.370779,0.563234465,125.0530802,25.08425224,64.60814977,6.558301006,873.6628735,Soybean
76.16149307,240.2619407,8.519282782,22.94478665,0.298046114,25.31556677,485.6364281,0.508030019,110.7938741,24.2058169,72.72791357,6.206348996,942.5714306,Soybean
28.09443944,136.5843236,14.2272415,38.00292879,0.42555769,26.95758875,625.0222374,0.53101678,134.15566,29.38175075,50.61027422,6.552993676,802.5265828,Soybean
98.04516776,285.6292165,13.55143398,47.49773381,0.279066726,28.84818987,514.9361884,0.575408187,111.0176394,27.54269088,84.76732996,6.909702771,782.7699839,Soybean
88.13353474,187.8201514,18.46449421,37.98328187,0.291101869,26.98968327,484.6191021,0.555205737,131.0842654,26.29453697,58.33333792,6.111273588,892.1341886,Soybean
92.22255953,70.77902007,11.19242555,26.60684683,0.262352948,26.59498622,567.4365577,0.515068298,107.9510422,24.48400496,57.28601503,6.363209556,1084.826776,Soybean
85.14158262,250.944263,6.261730453,32.44875152,0.253869899,25.74467976,604.0964513,0.501905136,122.0243304,28.50493475,82.48106444,6.950544502,739.3342526,Soybean
90.65390701,285.5427144,8.405404718,37.97108614,0.422391214,27.15299477,605.7206156,0.54199437,107.9368219,29.10445022,78.58055287,6.547411607,920.7239798,Soybean
76.1909066,216.7987383,15.86968225,23.22188087,0.331913368,20.48234236,548.8663679,0.530643811,118.0102221,25.49833342,57.73725892,6.006903836,588.0808432,Soybean
49.26428637,226.5663603,9.982326187,46.83605752,0.424382392,25.5657331,528.0553831,0.55158999,121.1595226,22.40220302,64.44115109,6.954461228,1093.160301,Soybean
88.58915231,276.4792125,16.86829729,23.63554929,0.344993076,24.87026384,530.5473569,0.504368905,115.5144103,23.53728614,78.82389927,6.111246182,841.9079545,Soybean
75.0455086,168.9051778,17.57241824,48.00935785,0.33941738,27.87965209,563.6260251,0.53463399,111.5077736,23.92819421,83.61423118,6.150051972,669.9849884,Soybean
65.41071843,192.3080299,6.209861577,36.9673523,0.410869542,25.13256271,547.5915135,0.53573876,121.7568067,21.05683102,69.6984476,6.924720571,1154.361489,Soybean
52.76860006,199.6984169,11.48712071,31.2206775,0.358101056,26.89141625,532.5639554,0.551707018,121.9318895,23.61771816,52.84292271,6.408965663,1226.245137,Soybean
46.23791214,95.59858778,9.15107018,49.73918932,0.465462383,25.38535289,510.6986951,0.572372125,115.4830188,24.90037217,82.79643055,6.392621184,1033.50906,Soybean
28.40391019,247.7399994,11.15185172,46.32316027,0.422651409,29.60384537,537.1993758,0.559054992,134.9358992,22.16799669,66.55321418,6.172515272,880.4869577,Soybean
51.35949732,93.29408889,7.905899075,42.28557754,0.474615388,29.95156882,584.3677708,0.529976459,115.8963716,29.44366295,54.88247427,6.612406474,728.8578077,Soybean
27.0362543,149.9144933,17.66512827,42.06535957,0.255190353,29.13455119,503.3638108,0.560730972,114.4090037,26.71658914,65.42062916,6.459118566,842.4502748,Soybean
41.36956364,172.289817,7.851010698,37.23875428,0.33306013,28.62691556,583.8469631,0.510832398,133.5782224,25.37279497,54.74396099,6.518059809,720.5180284,Soybean
32.69489738,95.46018727,15.11477366,29.8521659,0.337991637,25.55362208,507.8968316,0.520298693,117.2643459,26.21935167,74.77334119,6.802967541,1180.397977,Soybean
99.42706849,165.106898,8.899411798,37.35437176,0.252443771,27.7255955,599.0392331,0.57366582,122.3627941,25.7048602,65.40819202,6.984816821,712.3797186,Soybean
82.81468344,240.2769426,17.85859277,31.72395732,0.321285006,20.30978455,521.778644,0.519859563,122.085094,25.94925569,61.45671973,6.940158953,529.1601637,Soybean
96.6009199,80.83497357,8.738258907,48.46237601,0.478720222,25.98783655,518.0196241,0.527189143,122.2627745,25.37409691,79.483429,6.255540708,668.5207477,Soybean
31.04800112,66.98068634,8.382187233,38.89631389,0.340747515,28.29262156,491.652529,0.547749048,133.0402813,28.91547176,80.21055442,6.856265731,606.171341,Soybean
54.7828044,128.3646547,12.56065784,31.19275169,0.26093612,29.69607999,482.8607083,0.579502928,105.9721859,22.69524215,81.72513533,6.374837544,1124.862593,Soybean
89.19178552,213.2306645,7.618488185,38.15054582,0.377186556,25.48354069,589.3184129,0.574386843,106.3268611,20.03049778,56.51815307,6.510783773,1211.00453,Soybean
89.09439929,245.7467311,9.476581549,41.52346416,0.368610526,23.8389631,511.1818908,0.569226378,130.3051146,29.56445114,79.84934178,6.982061763,510.5328132,Soybean
58.87654907,180.6944876,10.54326681,36.8798778,0.483248573,26.3909889,543.2795755,0.527790058,106.0365767,21.69253022,81.60922045,6.01198124,810.4013835,Soybean
47.31275409,109.7729153,15.3763203,23.05268068,0.385830518,26.51443561,605.7628626,0.524136595,128.2160891,26.19638749,66.26254066,6.388871,1223.455576,Soybean
40.1282295,242.2450477,11.57174871,34.75813568,0.367222712,25.87651787,636.4620256,0.571076615,121.5746183,27.13705761,81.15278424,6.828756583,912.4321956,Soybean
69.76779929,145.8263274,12.99665086,40.61032282,0.453374759,23.758677,580.0010319,0.573791801,134.2981126,21.29918924,58.28480403,6.481717063,992.6713001,Soybean
54.61820383,264.1823003,11.08688062,48.42087115,0.479118081,23.99678611,569.1780931,0.550307266,123.4584436,29.89736487,82.12663183,6.135407505,641.568493,Soybean
68.68377222,101.8143388,12.05582091,33.0509088,0.360952264,27.5992652,506.6413547,0.552936218,111.4744315,26.29050622,60.23278029,6.502954087,636.5282762,Soybean
93.03128991,259.703184,18.94926004,31.05101799,0.436787514,24.70059333,545.7227738,0.553119252,115.2419311,23.65323222,81.33903959,6.743200253,1212.765404,Soybean
77.4907532,224.3402722,13.71416759,35.49958055,0.425812225,21.29258194,544.5277841,0.567767048,110.5231749,21.56787206,68.04175981,6.483365306,894.9357629,Soybean
93.7181439,225.8047982,16.4351243,24.20034634,0.336459929,25.47337143,637.7099534,0.546898085,134.6082216,20.52044332,50.09640658,6.874767321,886.8634223,cotton
83.84473461,178.6985924,9.957582758,24.6511487,0.297283125,25.9037652,551.1323961,0.579657184,123.729318,20.80829786,63.4015184,6.564039619,871.0052889,cotton
94.28288,267.541296,7.015396536,22.0116414,0.413022979,26.08922124,504.1031644,0.548452081,122.6635405,24.3527443,75.22416938,6.350900944,1220.630707,cotton
50.8066735,74.32480404,13.11025554,43.74388411,0.308595672,25.64055993,610.6546773,0.505774388,118.7435287,29.3657912,52.94713081,6.272794879,902.263388,cotton
38.85629278,179.9639652,15.63935799,30.89277841,0.466768105,25.63839467,539.8123385,0.508863399,112.9910797,25.15095914,60.95655,6.234315382,852.2863402,cotton
21.57459506,222.6479015,10.29844796,34.49538571,0.279188077,22.68293848,522.8862018,0.555487207,132.4792293,22.42047093,60.95779114,6.359679283,1195.991687,cotton
80.16321023,120.5598704,11.40894955,25.15962584,0.410408103,27.56028374,486.8169376,0.579504388,107.5297774,22.99630961,74.0269081,6.949778898,660.1054682,cotton
26.08106422,201.9074392,17.31995675,40.36501928,0.498007378,28.63039607,616.3901696,0.514847063,132.9026712,22.19734334,64.76632533,6.155596205,837.4312292,cotton
70.1037825,233.6607318,6.936593363,42.90327704,0.4706836,24.83540471,605.5636264,0.56822003,130.6796806,24.73575228,73.26111723,6.048260675,548.7673949,cotton
49.88736365,83.35376347,10.54166767,24.96619144,0.395219768,25.7048738,619.354263,0.501011283,105.2959686,29.91204942,78.2842535,6.709758785,1071.969477,cotton
88.62006866,294.4942761,10.94951365,30.86550275,0.263402171,28.23545419,622.275524,0.573838886,128.7340237,22.17444779,67.98764212,6.299152835,543.5944367,cotton
39.68452137,216.5425598,12.1503827,35.11986622,0.348040839,20.88638526,613.4131529,0.534119885,123.0782356,20.66183333,65.62635061,6.134628063,1245.100942,cotton
54.34234445,95.92214869,10.12125512,30.13532744,0.363218063,25.80849622,593.5176165,0.504573606,106.4915501,25.81510724,68.41922074,6.609320608,697.4702414,cotton
46.79183062,299.9074306,17.39563926,28.46855818,0.420636493,22.44203062,627.9092275,0.516686209,116.8297883,27.52049891,59.73601801,6.932070588,524.717702,cotton
62.60609483,139.3463286,13.05401806,28.36499659,0.288729714,24.87348349,624.6082134,0.501318989,121.4289292,25.6406666,70.25752446,6.875476831,584.1109844,cotton
63.14172668,266.9357695,7.683614784,43.93001103,0.256884156,24.74351065,503.546858,0.567721847,118.0283152,23.45334884,78.20118628,6.24217555,1199.579289,cotton
60.38770172,95.65219784,14.43551476,42.24063869,0.352931216,22.1664404,562.6260115,0.523897363,123.5598615,22.01756732,72.20681221,6.604253111,676.6274673,cotton
62.52122614,279.3102821,14.36091718,48.11941239,0.271073157,26.35606609,518.5287478,0.535720633,111.1403763,26.31408198,82.5739212,6.487467137,722.1498233,cotton
76.45773454,190.8880867,14.67839996,36.53248122,0.291670801,21.58767169,639.4075516,0.515127771,112.6246421,24.41259716,81.98416666,6.202563158,1116.067496,cotton
31.48509414,155.1829862,13.53906641,22.69944008,0.463563096,27.25136231,526.1216837,0.515341033,115.8642778,22.75016782,56.09461568,6.832811451,511.046931,cotton
92.61830714,196.8473836,15.08782263,29.33001829,0.417246133,21.95855733,575.2066709,0.533245719,115.9244275,22.02972893,57.95438873,6.984594725,1071.059276,cotton
68.4714332,144.7761699,12.548023,37.31801768,0.40301074,26.31480275,552.2047359,0.537859959,130.0460057,21.7007862,62.04611658,6.355751068,560.9194219,cotton
61.49628257,215.399104,6.246542713,37.71073411,0.36895934,21.57515252,553.8468999,0.562374005,107.7483884,22.88393069,54.75327152,6.369929794,1191.133836,cotton
45.33106575,226.5196478,6.339656992,45.94746836,0.410938283,24.10114568,637.2868183,0.516258293,127.565033,22.82999363,77.72877194,6.263970751,968.5733613,cotton
49.57887063,284.951887,12.42723046,36.2564701,0.422202501,22.87612752,558.4579619,0.562039193,120.1191096,21.28721559,62.31396478,6.246019243,731.076672,cotton
82.78759149,179.9024832,6.712868187,31.45187317,0.26037142,20.65293036,584.3658789,0.573332843,108.3973476,22.80718493,55.44566412,6.216441481,600.1498416,cotton
85.50340287,263.8070711,14.80128591,40.51568587,0.47800001,22.28441333,619.4636909,0.531911599,128.4218831,25.19359374,75.45056099,6.69134128,791.4842436,cotton
90.36221089,176.073681,7.339350041,35.13746787,0.345945145,28.06461902,531.0185448,0.512455722,108.0062553,22.58710531,64.73706237,6.852914088,1227.090934,cotton
30.94895598,286.2364957,11.84090057,34.56039177,0.45795387,23.46609815,634.9590822,0.537225863,127.1617448,24.65549221,84.70696463,6.924317989,733.2457314,cotton
68.1595269,102.0168451,18.29259084,30.80027842,0.403824182,25.60916564,617.7544965,0.544508955,113.2514152,27.93235448,75.58059094,6.632584741,1225.486111,cotton
33.10613448,296.3895862,10.00149467,44.79703961,0.465681963,26.65119379,541.2244393,0.52595438,112.8392296,26.79105444,71.24554794,6.816257128,1015.079103,cotton
53.10061492,221.4592582,10.97623675,33.31587518,0.444348382,23.99893233,495.1350828,0.54207084,119.2323065,25.80678916,65.91460353,6.017732949,1242.909501,cotton
88.69013171,63.29335546,18.59636272,26.35716652,0.312643715,28.87491816,548.4582295,0.53039784,108.2568172,25.38757843,83.60202516,6.05366642,633.9021466,cotton
51.95562737,283.746271,11.66384855,23.59126956,0.273269376,22.46315101,589.2062789,0.532184503,106.2770015,20.911064,64.61808006,6.30944423,651.8306258,cotton
30.21321243,197.0549043,12.87624317,39.56717714,0.26966586,21.82700064,632.3992338,0.552481841,108.1222454,25.63525844,74.81030157,6.565321348,558.0829669,cotton
76.59491654,196.4672744,7.192745745,43.39120001,0.4807588,23.60704238,583.925221,0.578356216,114.7645058,25.61144789,79.1955057,6.67457072,674.2525148,cotton
30.13573037,197.2626109,14.55402608,22.49912247,0.408003008,27.64632763,519.4014734,0.536625924,133.0055202,20.67142847,75.03448382,6.276709712,631.701804,cotton
50.48295352,162.4693046,12.09085737,25.16485275,0.391948739,24.71855459,555.3778607,0.52580695,118.2897217,20.47406484,73.4790085,6.486821424,697.0629426,cotton
75.01844428,131.0798484,14.52002037,27.27764435,0.355657972,27.84148006,577.8855635,0.526512567,118.147984,29.4722899,65.92593123,6.010797715,691.1165071,cotton
66.90375678,118.7528452,19.41348709,29.24792146,0.334674235,26.05342075,616.4065893,0.543507218,113.6847483,20.44831537,66.80633952,6.008916903,939.3902566,cotton
59.34243603,293.0447989,18.86663708,46.30547006,0.257230921,21.20041602,496.1524398,0.55044579,126.9480252,27.61996651,81.41083512,6.359888629,996.1058819,cotton
33.37415562,211.999723,18.49203984,25.43177406,0.30965367,26.09906757,563.0972338,0.550546507,108.0820168,21.36022483,60.32470978,6.055891818,1039.158268,cotton
46.46444907,215.6902961,19.95995624,47.38355767,0.499637871,24.79859804,591.9161967,0.51708935,130.9100993,20.52542002,79.15217835,6.364730439,925.8042469,cotton
52.97439335,67.52736211,17.55036614,48.92947379,0.449888114,24.11792182,503.2162343,0.549302205,120.649935,20.46768335,59.08270029,6.503834397,641.1516353,cotton
23.37149805,111.683302,10.89277279,26.47077782,0.257153093,29.07394262,639.1710821,0.542366933,108.1164002,20.34630502,56.72268752,6.9991466,609.9175,cotton
93.36513387,219.0727157,19.34476891,41.31872813,0.471187068,28.49240051,637.2166233,0.509681943,123.7407611,28.61288398,50.5885884,6.059468061,653.7044861,cotton
21.65237083,101.9421415,16.64799344,26.39312686,0.370220464,28.58772106,549.0599737,0.550837961,108.2565343,24.83492044,73.67589228,6.209323527,1232.57496,cotton
27.17580594,206.7561611,19.26830437,32.1240946,0.393154439,23.81676494,597.5014317,0.524102376,130.8857804,27.72818711,78.99348533,6.68166895,770.5270928,cotton
88.77367734,201.5858788,7.473700474,47.71361622,0.412488864,24.77251045,626.4422963,0.514457526,105.3712581,23.34385994,79.72096627,6.34126794,551.4649385,cotton
22.54673663,138.7992215,10.21627532,24.67941926,0.333176826,23.47329731,633.9999229,0.555408842,116.6681486,26.04841733,57.30206329,6.77433821,904.8912854,cotton
33.45403263,186.7323189,9.00122859,29.93236653,0.298158247,29.19804959,630.4660833,0.532907993,115.4953752,21.59194116,56.46046709,6.690469627,1096.499156,cotton
51.7941814,251.0367955,12.8434695,31.91262291,0.331216493,21.77892601,577.4209452,0.548395939,127.2007933,20.85793759,61.91343857,6.236913966,631.8513003,cotton
34.46209621,202.7978868,7.029674507,23.45036684,0.390227602,28.0058081,605.1971104,0.576647531,112.576644,21.14325006,79.81749164,6.79598693,732.6363889,cotton
78.64160047,220.2179083,18.39090528,22.33708501,0.478625121,25.89540204,528.5383699,0.543050981,111.5145591,25.56251601,64.99240845,6.007008193,1205.078726,cotton
31.60473159,189.2598228,16.38125545,41.24726239,0.49823829,29.19799111,626.792506,0.546191434,128.5235823,23.66476455,63.75238642,6.474442715,843.8303687,cotton
50.05484677,103.5607321,16.07823807,29.82918886,0.396632024,20.29502984,580.1964745,0.501369854,126.8117419,26.51498014,78.99144986,6.715232542,1058.483328,cotton
32.7931552,206.0153446,14.59825423,43.4459472,0.358504629,29.54013882,518.4895891,0.564975908,132.0891947,21.78954504,72.68503015,6.183722946,841.8694849,cotton
66.13693037,107.8628856,19.77873813,32.18965603,0.474910859,22.55420826,550.4243796,0.539886634,105.8844647,24.58409451,73.35655477,6.775155617,1242.143675,cotton
22.49825097,291.0544074,17.13814585,43.9826729,0.407694021,28.56120927,584.281993,0.528875518,114.0669322,25.77793113,64.2906797,6.814007723,821.3020468,cotton
72.29680673,273.2356151,19.91540473,43.41568024,0.456279548,20.97844781,639.4992203,0.523604617,127.0789482,20.55604322,80.03573687,6.599791666,718.307627,cotton
47.88850884,182.868353,7.670124249,22.31624446,0.263612921,21.20460312,530.7689039,0.566328742,126.8918536,29.46968643,68.81676154,6.324913372,823.3394657,cotton
51.03641958,113.3809159,16.80280433,34.95259027,0.304881803,22.58347898,514.210302,0.577661065,132.7160726,22.92890086,70.94638196,6.103296422,916.1332863,cotton
61.90928208,297.3482609,16.06318656,36.14439175,0.496958046,24.85965465,545.9545022,0.577516466,111.4418366,25.43833515,50.7675026,6.239386276,796.7589627,cotton
92.30124691,112.3806924,15.58544927,39.46484852,0.25354494,28.77715079,538.6202882,0.579675385,119.7459086,27.00559871,80.15990006,6.229690692,542.8588854,cotton
69.5524177,203.7134475,17.11932962,33.4235983,0.360775397,25.46861808,568.741014,0.576802584,127.7308931,24.67966039,58.44621224,6.727620913,522.7070019,cotton
95.0326086,80.82480253,19.96564334,23.19629089,0.271308097,22.00972936,497.5601224,0.559185305,121.6912205,26.84553598,68.17282363,6.099017099,778.6169043,cotton
72.20794013,270.5009342,19.50543991,38.0035129,0.284532414,26.38361216,607.092934,0.505329654,111.4408413,27.10899052,54.8925587,6.098813759,927.1423255,cotton
57.94104818,268.3132161,8.408936377,43.86926514,0.299142375,24.34892333,501.4973415,0.527371697,127.9264578,20.21756576,74.01372248,6.849874132,1000.812583,cotton
81.15210292,113.0708043,18.66015441,26.13601664,0.253227879,25.75044776,484.1075063,0.563267648,129.6566898,25.15362823,50.34483407,6.560257208,689.1193058,cotton
